eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
200,-461.8465228,1613,0.041279055,0.21918945,-0.6164826,0.02050815,1531.8911,0.91131302,1330,2723840,1754.091867,2723840
200,-429.0242498,1618,0.036511227,0.23198242,-0.6327185,0.012195707,592.42883,0.88718953,1340,2744320,1766.695948,2744320
200,-508.7799543,1613,0.035478346,0.21943359,-0.6030998,0.015924206,1042.669,0.9144345,1350,2764800,1779.341659,2764800
200,-463.422337,1620,0.024637423,0.21596679,-0.601521,0.006677321,192.00948,0.951837379,1360,2785280,1793.740374,2785280
200,-374.6995107,1566,0.024228279,0.18735352,-0.5850516,0.008703066,1458.5739,0.918332398,1370,2805760,1816.083106,2805760
200,-310.7530523,1634,0.019158766,0.1453125,-0.5045657,0.005194628,448.45224,0.944047403,1380,2826240,1828.716487,2826240
200,-297.3970273,1442,0.019809395,0.15561524,-0.4602391,0.009315095,702.83777,0.943488583,1390,2846720,1844.416479,2846720
200,-284.3301748,1599,0.022599343,0.1630371,-0.4431812,0.002284355,189.08884,0.970074764,1400,2867200,1857.235519,2867200
200,-298.1874873,1299,0.036828868,0.18466797,-0.34613317,0.0057916,246.5503,0.85207513,1410,2887680,1870.209452,2887680
200,-448.0825771,1612,0.021877978,0.16601562,-0.24396928,0.010123746,979.277,0.858579695,1420,2908160,1883.464089,2908160
200,-326.993244,1602,0.025948241,0.21669921,-0.21607573,0.005100176,5.1096888,0.990281948,1430,2928640,1896.195679,2928640
200,-391.5301598,1614,0.012235938,0.12641601,-0.16802295,-0.000233705,735.6461,0.918352328,1440,2949120,1908.825518,2949120
200,-308.5952601,1603,0.047388308,0.17114258,-0.17384467,0.004571804,8.70624,0.988812416,1450,2969600,1921.593956,2969600
200,-271.0510734,1617,0.01101378,0.10253906,-0.25761193,0.002375755,452.77985,0.944046549,1460,2990080,1934.368864,2990080
200,-214.8870922,1616,0.01584844,0.08515625,-0.38028604,0.000416359,472.36655,0.945328217,1470,3010560,1947.099112,3010560
200,-316.8256925,1397,0.022560952,0.13354492,-0.38535738,0.011601467,277.09134,0.963005457,1480,3031040,1959.956956,3031040
200,-328.0396292,1556,0.019571755,0.18334961,-0.3290319,0.00945683,13.985639,0.985725611,1490,3051520,1973.11595,3051520
200,-238.6178013,1616,0.02983512,0.14604492,-0.2453342,0.0063948,44.911514,0.960844018,1500,3072000,1985.83036,3072000
200,-296.2024548,1603,0.012426011,0.11069336,-0.21527247,0.001431727,15.249064,0.987313347,1510,3092480,1998.492989,3092480
200,-228.2225305,1603,0.020320067,0.12363281,-0.18016258,0.01036425,242.46167,0.865430847,1520,3112960,2011.273997,3112960
200,-306.801185,1595,0.021456262,0.13476562,-0.13731048,0.005231405,318.88712,0.875527531,1530,3133440,2023.951344,3133440
200,-235.4283875,1598,0.02315506,0.121875,-0.09364699,0.000435574,57.645073,0.929602481,1540,3153920,2036.650688,3153920
200,-247.7241505,1596,0.015587715,0.115478516,0.01756812,0.002119779,9.128466,0.990385828,1550,3174400,2049.29236,3174400
200,-237.1161744,1548,0.011471927,0.12695312,-0.00103039,-1.94E-05,27.526424,0.981909968,1560,3194880,2061.959293,3194880
200,-337.7079584,1610,0.01314381,0.0921875,0.069016576,0.000431518,20.75116,0.982408151,1570,3215360,2074.610539,3215360
200,-223.8117934,1604,0.015514007,0.14086914,0.08339927,-0.006607938,11.310118,0.980533153,1580,3235840,2087.263594,3235840
200,-302.9417283,1583,0.011463642,0.10439453,0.048930906,3.19E-05,476.50128,0.869659021,1590,3256320,2100.008025,3256320
200,-241.7682609,1595,0.011400648,0.1003418,0.07404636,0.004531105,19.461662,0.986082184,1600,3276800,2112.718054,3276800
200,-214.0272478,1611,0.018119745,0.1043457,0.021333503,0.001812503,341.4384,0.812890425,1610,3297280,2125.454847,3297280
200,-288.4254993,1153,0.013568573,0.103271484,0.03282748,0.002311792,941.65576,0.757576838,1620,3317760,2138.796314,3317760
200,-245.2372201,1479,0.015500831,0.07006836,0.15898536,-0.009310581,18.08654,0.985069353,1630,3338240,2153.504824,3338240
200,-216.3222156,1531,0.007139102,0.06523438,0.21035254,-0.004804713,65.66252,0.968684334,1640,3358720,2168.899816,3358720
200,-184.0712816,1588,0.011227905,0.07758789,0.24423234,-0.006269865,19.051111,0.981331743,1650,3379200,2183.711937,3379200
200,-200.384336,1622,0.009075864,0.09291992,0.19466534,0.002852214,148.36746,0.923117936,1660,3399680,2196.829822,3399680
200,-200.5219414,1466,0.026193505,0.15288086,0.2154167,-0.005754416,40.4002,0.972260658,1670,3420160,2211.182371,3420160
200,-166.4099334,1602,0.01307824,0.11987305,0.113527134,-0.001313073,26.509155,0.965637874,1680,3440640,2224.386446,3440640
200,-216.9843055,1625,0.019797217,0.104882814,-0.0522679,0.001855913,230.7109,0.801730126,1690,3461120,2237.64171,3461120
200,-269.197419,915,0.01685771,0.13779297,-0.05624575,-0.012061408,7.1074295,0.992749805,1700,3481600,2252.834914,3481600
200,-188.5084156,1502,0.010229354,0.079394534,-0.05694896,-0.002068278,5.6464014,0.990552431,1710,3502080,2266.969167,3502080
200,-173.7132374,1379,0.019406864,0.1696289,-0.22102216,-0.005051884,2.7354598,0.995202441,1720,3522560,2282.66759,3522560
200,-212.204581,1103,0.014103057,0.10483398,-0.21367958,0.003260023,312.30402,0.834537536,1730,3543040,2301.087905,3543040
200,-262.1036434,1456,0.018032402,0.16201171,-0.14566886,0.006513015,1045.4631,0.722922564,1740,3563520,2315.439503,3563520
200,-304.2598585,801,0.017834935,0.13486329,-0.03253489,0.001281916,40.058437,0.969400842,1750,3584000,2336.474862,3584000
200,-243.0231911,1308,0.0110596,0.12060547,-0.041090783,0.00397356,701.0917,0.769561172,1760,3604480,2350.960348,3604480
200,-260.1739074,1454,0.011866414,0.113623045,0.05090477,-0.003835746,109.135544,0.943402331,1770,3624960,2365.632297,3624960
200,-182.1726605,873,0.012658182,0.0890625,-0.003294477,-0.002932926,35.382797,0.959227629,1780,3645440,2381.768962,3645440
200,-187.6876402,1362,0.016608644,0.128125,-0.097077355,0.000512043,66.62453,0.937725652,1790,3665920,2397.969093,3665920
200,-195.4522903,1365,0.011627442,0.12792969,-0.10419317,-0.005983512,6.45815,0.993731,1800,3686400,2414.795906,3686400
200,-201.705156,1482,0.015563053,0.15029296,-0.065806285,0.002391975,6.191153,0.990294845,1810,3706880,2429.212988,3706880
200,-244.0344297,1445,0.05804615,0.09946289,-0.00534615,-0.008340824,36.068775,0.953652088,1820,3727360,2443.171589,3727360
200,-195.7746519,1330,0.011244907,0.12006836,0.05309192,-0.000677312,3.5275264,0.993933613,1830,3747840,2458.848076,3747840
200,-160.0511894,1488,0.015171873,0.072314456,0.03747992,-0.00131994,22.904036,0.963036228,1840,3768320,2475.7334,3768320
200,-175.3988762,1538,0.011987231,0.099169925,-0.01524788,-0.004577794,4.4979386,0.990897682,1850,3788800,2492.160184,3788800
200,-178.8679448,996,0.01730821,0.09863281,0.02047658,-0.006516193,21.143595,0.981713388,1860,3809280,2508.544238,3809280
200,-150.6113456,1375,0.010278874,0.103515625,-0.095761634,-0.006083364,3.4898925,0.995687432,1870,3829760,2526.771722,3829760
200,-160.9195245,1100,0.017435517,0.14018555,-0.17021152,-0.005064851,6.0770855,0.990929603,1880,3850240,2542.388914,3850240
200,-280.8980405,1505,0.011947514,0.09921875,-0.15780564,-0.001039591,186.43338,0.851551622,1890,3870720,2557.004325,3870720
200,-258.4679172,1591,0.02576023,0.1694336,-0.121159196,0.001643367,43.187496,0.937778775,1900,3891200,2570.577699,3891200
