Time	Iteration	Evaluations	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
115.84011363983154	1	1	-1182.0960367816829	0.0	-1182.0960367816829	-1182.0960367816829	40000
127.59952402114868	2	1	-497.71018573611286	0.0	-497.71018573611286	-497.71018573611286	80000
138.1935954093933	3	1	-862.5603812859516	0.0	-862.5603812859516	-862.5603812859516	120000
148.75468635559082	4	1	-1543.0617651294463	0.0	-1543.0617651294463	-1543.0617651294463	160000
159.43995714187622	5	1	-1281.7129800167017	0.0	-1281.7129800167017	-1281.7129800167017	200000
170.14428520202637	6	1	-502.8946141553935	0.0	-502.8946141553935	-502.8946141553935	240000
181.2706344127655	7	1	-1282.822052475889	0.0	-1282.822052475889	-1282.822052475889	280000
192.48494601249695	8	1	-1536.1657072653693	0.0	-1536.1657072653693	-1536.1657072653693	320000
203.63879656791687	9	1	-1461.4577735264825	0.0	-1461.4577735264825	-1461.4577735264825	360000
214.8545846939087	10	1	-1138.6560367346644	0.0	-1138.6560367346644	-1138.6560367346644	400000
225.9704864025116	11	1	-969.7302151093422	0.0	-969.7302151093422	-969.7302151093422	440000
236.99015927314758	12	1	-630.5008820993972	0.0	-630.5008820993972	-630.5008820993972	480000
248.058833360672	13	1	-1004.3419498386211	0.0	-1004.3419498386211	-1004.3419498386211	520000
258.87589263916016	14	1	-627.5626651536055	0.0	-627.5626651536055	-627.5626651536055	560000
269.2899568080902	15	1	-1464.366989803012	0.0	-1464.366989803012	-1464.366989803012	600000
279.9626750946045	16	1	-861.8924391701328	0.0	-861.8924391701328	-861.8924391701328	640000
290.4277584552765	17	1	-1490.9004541182617	0.0	-1490.9004541182617	-1490.9004541182617	680000
301.11433267593384	18	1	-1289.9034886930099	0.0	-1289.9034886930099	-1289.9034886930099	720000
312.15335297584534	19	1	-998.3304115539497	0.0	-998.3304115539497	-998.3304115539497	760000
323.2570860385895	20	1	-1297.5873245328519	0.0	-1297.5873245328519	-1297.5873245328519	800000
333.9619903564453	21	1	-619.5747267437162	0.0	-619.5747267437162	-619.5747267437162	840000
345.0211203098297	22	1	-1227.7738570177216	0.0	-1227.7738570177216	-1227.7738570177216	880000
356.1403658390045	23	1	-1664.3551108488416	0.0	-1664.3551108488416	-1664.3551108488416	920000
366.5548734664917	24	1	-602.8487746373404	0.0	-602.8487746373404	-602.8487746373404	960000
377.03364086151123	25	1	-1140.7984564816009	0.0	-1140.7984564816009	-1140.7984564816009	1000000
