Time	Iteration	Evaluations	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
1300.231857061386	84	10	-1718.0113268090342	137.82975081062565	-1485.788232027871	-1922.3438436959652	3360000
1311.153713464737	85	10	-1744.1064878743298	103.4242496294189	-1608.0278844405293	-1936.7426143928014	3400000
1321.8646750450134	86	10	-1676.2741905315622	37.69166100431917	-1596.1700192173569	-1728.2304518196077	3440000
1332.1667387485504	87	10	-1741.80558699743	101.04567062434322	-1600.6395123978336	-1893.5079140277885	3480000
1341.6912455558777	88	10	-1675.2670980619682	177.3839486230246	-1357.9182982027205	-1890.8111107512902	3520000
1352.453586101532	89	10	-1686.112475767422	133.3421517490368	-1465.9537656982395	-1913.9446251136992	3560000
1362.3508491516113	90	10	-1643.068897731669	115.32008999916445	-1488.8642500102917	-1824.690508124792	3600000
1372.8168914318085	91	10	-1639.2735964193594	171.1793674812079	-1337.8091709355476	-1877.9666722045074	3640000
1384.228215932846	92	10	-1677.005486035208	84.47991604444333	-1542.0143069736393	-1824.807715443003	3680000
1394.6263902187347	93	10	-1728.235996239087	115.80329124502782	-1542.3531216988556	-1873.6056518829478	3720000
1404.8676753044128	94	10	-1611.1704325095216	126.96439091372481	-1390.3946513222788	-1858.2636767344306	3760000
1414.6348323822021	95	10	-1600.709194021776	172.91080487838428	-1167.9272102740322	-1886.5591175436955	3800000
1424.481493473053	96	10	-1549.713781984643	176.93711313859328	-1309.2370448776423	-1819.6630119772603	3840000
1434.4881064891815	97	10	-1629.8364593698977	168.38265914747961	-1213.1045287049508	-1808.1265275357725	3880000
1444.641354084015	98	10	-1506.6825956267862	218.20170670857124	-1263.0499407335099	-1866.631892555596	3920000
1455.2236802577972	99	10	-1525.8390539288466	192.77989468552624	-1224.4612800901202	-1742.4448782632355	3960000
1465.3269460201263	100	10	-1547.6134952577681	159.17319104726516	-1338.5006668089716	-1796.4612469574522	4000000
1475.6538004875183	101	10	-1562.7379344717938	221.45695849613062	-1024.4762648733185	-1794.7090856739133	4040000
1486.1459066867828	102	10	-1536.9098977039525	107.84328378375706	-1341.0270990910483	-1688.5633580150652	4080000
1496.9767575263977	103	10	-1634.8733815922212	96.64931031581278	-1502.6539075159917	-1772.5298156760466	4120000
1507.565794467926	104	10	-1629.8103371221048	122.42753473722459	-1346.329771777483	-1781.3594306483667	4160000
1517.4183542728424	105	10	-1575.461237135059	181.44841323272496	-1282.4799251626432	-1821.792708640414	4200000
1527.6237409114838	106	10	-1637.959240810812	157.45004733656904	-1420.7661303721209	-1832.6264731807616	4240000
1538.884296655655	107	10	-1620.8972194743533	152.35418539312695	-1298.0538906753275	-1788.59796088572	4280000
1549.1859245300293	108	10	-1500.2724181712024	138.28278333857662	-1240.8866695322754	-1732.6775517878848	4320000
1559.6022033691406	109	10	-1454.806293046856	204.49590162199806	-1181.851161034328	-1764.4466131222673	4360000
1569.898894071579	110	10	-1501.4885157803717	151.93259604485047	-1248.883926964299	-1716.5153949999851	4400000
1580.3333394527435	111	10	-1481.0260774145445	174.02451996335066	-1170.9417591046342	-1725.4967944132527	4440000
1591.0157959461212	112	10	-1529.3376105012865	182.19634995416246	-1146.938940816636	-1704.7766006296865	4480000
1600.6125283241272	113	10	-1540.4208445985648	115.59612711373505	-1369.9647116701726	-1690.5326524884779	4520000
1610.7432544231415	114	10	-1531.189505867938	192.96092051142304	-1229.3624200367422	-1729.7643830940056	4560000
1620.9424736499786	115	10	-1521.1316503312828	159.84841911820862	-1234.751121230576	-1690.9061946848014	4600000
1631.055734872818	116	10	-1537.1090279537152	128.41947418863433	-1261.3530797487913	-1656.6517941993477	4640000
1643.6361038684845	117	10	-1511.6578821062208	130.98268149361434	-1280.4678713971084	-1650.865220854523	4680000
1653.8227064609528	118	10	-1471.86684152358	148.91951039961697	-1295.1113181661292	-1678.3316807876447	4720000
1662.902994632721	119	10	-1432.966698761566	128.6999918118865	-1151.4636259350805	-1612.4847617699131	4760000
1673.0969338417053	120	10	-1505.3347245282682	131.31650242594094	-1227.8120606380935	-1651.41307761982	4800000
1683.3296558856964	121	10	-1473.961121527942	157.37661316655232	-1190.973869125859	-1668.9480607068629	4840000
1693.0715200901031	122	10	-1405.1709125577036	143.3835149918352	-1099.9058749219523	-1651.3502561019068	4880000
1703.8804426193237	123	10	-1460.1796753706808	137.01600662570405	-1297.5781157014064	-1651.8760597556768	4920000
1714.8649077415466	124	10	-1444.8677498259653	162.92950809664285	-1198.360626725903	-1703.1987519259096	4960000
1725.8165788650513	125	10	-1582.1997527058618	141.04062329267788	-1222.0741104955123	-1691.6639665539662	5000000
1736.827507019043	126	10	-1504.400176657176	149.1109917328132	-1266.701361246002	-1693.229570082288	5040000
1746.9044756889343	127	10	-1507.8707324919237	145.8304200423802	-1280.4225422119735	-1704.7715453583728	5080000
1756.2681858539581	128	10	-1556.7925932662645	112.43148016574402	-1327.8063709304517	-1711.5495825210246	5120000
1765.8630049228668	129	10	-1596.4326478395128	139.327706575813	-1300.5607982633244	-1747.1868144838409	5160000
1775.5752155780792	130	10	-1598.4792619995603	122.03928831676299	-1317.47472442997	-1713.1172574789637	5200000
1786.1127247810364	131	10	-1503.7226693678406	130.71802443253532	-1290.1505244037423	-1678.6170308535363	5240000
1796.9483454227448	132	10	-1585.594754379827	124.4678952482987	-1337.8345956430426	-1705.7775809896898	5280000
1807.4820261001587	133	10	-1503.6759877704076	179.69239038116018	-1061.3540312271966	-1695.809302285787	5320000
1817.6136820316315	134	10	-1545.1344266709045	146.62577883329143	-1291.076363047585	-1680.408395593249	5360000
1827.5893437862396	135	10	-1447.0271373624728	121.02623175560909	-1290.8064050754106	-1659.7960406958316	5400000
1838.2392919063568	136	10	-1623.122305347139	158.83258767754003	-1256.895754806145	-1763.0610505222116	5440000
1848.0111322402954	137	10	-1451.583211389322	195.20647494846577	-1101.5820394406753	-1694.566780641086	5480000
1858.5414340496063	138	10	-1510.5912136219274	247.37514953949938	-1050.964013534151	-1749.7435587351215	5520000
1869.7693011760712	139	10	-1187.2020579457374	342.8325009245077	-767.8327350461614	-1759.874200559638	5560000
1880.8592782020569	140	10	-1463.2271475994044	244.7962374132414	-986.3669866564438	-1757.1898987563234	5600000
1891.5182826519012	141	10	-1510.3487507626128	179.14355881249566	-1247.9985825910167	-1740.9059432913414	5640000
1901.7272469997406	142	10	-1379.5602530394747	163.8461070788331	-1101.9665248441172	-1681.4218946009548	5680000
1911.472312927246	143	10	-1463.1446448160682	188.38269454329426	-1136.7083270746564	-1715.6615872060177	5720000
1921.5647511482239	144	10	-1532.3339462456956	187.22304497787312	-1203.4370180825301	-1726.1970287400363	5760000
1933.274563550949	145	10	-1467.3930094587852	150.1816788816255	-1232.9053851711615	-1678.3173274779901	5800000
1943.6573810577393	146	10	-1401.72027538197	248.43091018830384	-791.6459312949509	-1701.5558237647438	5840000
1954.2407810688019	147	10	-1427.743185602199	242.3837141981299	-994.9744791114035	-1710.9409760736883	5880000
1964.329665184021	148	10	-1367.1091554392224	293.02507754982696	-861.0614142053571	-1742.4634742910507	5920000
1974.6445226669312	149	10	-1334.4907607190155	275.67906688768613	-978.4800233905298	-1731.2367081294901	5960000
1984.5378060340881	150	10	-1406.2400174878176	219.36794136945426	-985.9265323332803	-1750.5846846686811	6000000
1995.4339220523834	151	10	-1320.3719735777106	228.29944156094723	-987.6375019828308	-1726.4426186112216	6040000
2006.5308682918549	152	10	-1323.5681391270282	210.22586353853617	-1036.7240495754822	-1745.7861546229756	6080000
2017.6610991954803	153	10	-1273.994245498648	250.44090961760554	-934.0146877504716	-1699.873873502216	6120000
2027.6093158721924	154	10	-1416.2838658881215	208.3783859469343	-1005.9829186609057	-1654.203723658708	6160000
2038.0918157100677	155	10	-1408.7066415230697	235.8876087485475	-1029.7079585677568	-1665.3559208217268	6200000
2048.368514060974	156	10	-1220.9044358885997	236.8128115016811	-800.0259463141607	-1584.0443006751348	6240000
2058.6193675994873	157	10	-1294.6898852619265	205.6735045236715	-1001.6494291196432	-1647.453183256336	6280000
2069.123697280884	158	10	-1349.738157006216	220.673019903554	-997.3907879536749	-1681.931100906973	6320000
2079.29469704628	159	10	-1229.0487741461952	286.14399968172285	-812.3079277611483	-1695.6501731419512	6360000
2090.0192601680756	160	10	-1275.0064389082847	287.53462321416185	-847.7066673694026	-1691.2055966163618	6400000
2099.756660938263	161	10	-1345.0535043567422	204.04388909226503	-1004.9934909726886	-1652.4334627817545	6440000
2109.7571341991425	162	10	-1375.2537110754736	243.8632875491978	-947.7799685967867	-1675.6513418517693	6480000
2119.809497356415	163	10	-1237.6179990336293	222.96030844940336	-806.0941408146031	-1568.9710523925628	6520000
2129.889545917511	164	10	-1244.964981978977	225.47522600078636	-937.5867983201298	-1679.891413900554	6560000
2140.28497171402	165	10	-1102.7861325158067	106.82762210576718	-936.0285813736054	-1243.9986436859588	6600000
2151.0949308872223	166	10	-1253.7956121466182	251.44916612792989	-864.3888402116039	-1590.590129062381	6640000
2162.1484882831573	167	10	-1258.2107635421798	176.2873346976125	-1058.0038802614827	-1584.9029763661374	6680000
2172.349333524704	168	10	-1213.425362184395	158.04412485685307	-1032.4607045671908	-1566.9256483434071	6720000
2182.5158977508545	169	10	-1257.540391108667	235.0994060014879	-947.7254723052954	-1577.884970278968	6760000
2192.40740942955	170	10	-1218.1854236797676	281.18635293254556	-838.0706597353435	-1570.281624611389	6800000
2202.158467769623	171	10	-1345.9520441297234	175.93932237813982	-1111.9127785306327	-1605.8760833867784	6840000
2212.212126970291	172	10	-1375.9308424829665	225.94243207815816	-1013.9336497540178	-1579.8146467520162	6880000
2222.2487876415253	173	10	-1357.2709119049073	197.00664669415852	-1031.379256392004	-1575.1097217341562	6920000
2232.403285741806	174	10	-1327.2944495307415	198.42305598331947	-952.646385348243	-1570.7720656809392	6960000
2243.01540184021	175	10	-1294.220601323631	201.064987651729	-1030.7508865130503	-1582.1218316874317	7000000
2253.7562186717987	176	10	-1331.6804605401371	186.85216350478996	-1071.679824660506	-1571.1163348697046	7040000
2263.9015390872955	177	10	-1383.378969626467	186.97066803738502	-1013.1166511479282	-1592.8165009979457	7080000
2274.6076276302338	178	10	-1257.3254084929727	143.40046819996394	-1103.4601359570115	-1548.3091177848648	7120000
2284.889527320862	179	10	-1296.4824102093703	227.13881220606729	-1010.3657262024395	-1590.1812720164003	7160000
2294.924560070038	180	10	-1342.7122523783255	260.347207100773	-740.7265443208753	-1566.2037444783457	7200000
2305.2589042186737	181	10	-1412.7448145868968	141.2669183865852	-1181.5608038007747	-1552.1418300126559	7240000
2315.26278090477	182	10	-1467.9615170764216	61.147463913164735	-1367.3884746392223	-1548.1636689107968	7280000
2324.957527399063	183	10	-1440.4053635328207	89.18345968383082	-1241.31510504645	-1533.6326195240088	7320000
2335.9546666145325	184	10	-1424.9762984224958	100.91284711075207	-1245.4325731451922	-1527.3131749279748	7360000
2346.1558673381805	185	10	-1416.7942087774948	104.11071605894602	-1281.1410201288734	-1555.8880500882656	7400000
2356.0260577201843	186	10	-1480.5750663761264	76.84113345150465	-1306.0160562328324	-1543.5007898935778	7440000
2365.8702976703644	187	10	-1468.1219106442063	62.856900510764284	-1352.9707550222429	-1538.604901383232	7480000
2376.081810951233	188	10	-1383.9090107008308	86.47965840563496	-1227.6746569280724	-1558.8882542820256	7520000
2384.7363364696503	189	10	-1434.28143455693	78.11995919816492	-1320.6276278235732	-1537.9979202357692	7560000
2394.8557081222534	190	10	-1444.067502072688	83.41200105349417	-1263.0182812123815	-1541.332517726067	7600000
2405.167375802994	191	10	-1460.8574934216726	83.62023657237013	-1305.9586100316953	-1541.4133776256513	7640000
2415.556798696518	192	10	-1466.148479473227	91.32001667174251	-1301.634756988159	-1562.6072986073514	7680000
2425.4753963947296	193	10	-1455.6297899177434	93.95556290256178	-1259.1423979075284	-1555.5672234024698	7720000
2435.700947523117	194	10	-1463.5215472612886	99.35972931497501	-1264.7323076947864	-1543.3245191061567	7760000
2445.5622680187225	195	10	-1448.2705777306376	74.16426495606254	-1322.2026582227436	-1551.6405940731686	7800000
2455.871424674988	196	10	-1423.3389794993589	131.3594598109758	-1135.7759546656212	-1552.0985504288983	7840000
2465.894690513611	197	10	-1449.8136959832636	116.83415563319585	-1197.490135210731	-1544.2910515750389	7880000
2476.264230966568	198	10	-1453.6444212028969	87.16560774538515	-1246.037637027064	-1541.836621212416	7920000
2486.6721065044403	199	10	-1452.9147652499382	115.0064860362865	-1232.0729727899231	-1545.2523098814424	7960000
2497.476881980896	200	10	-1412.2952017462324	130.716129435399	-1117.3932142499148	-1541.4747457812457	8000000
2508.554486989975	201	10	-1355.7913187769875	248.75253066644234	-661.1134554962774	-1536.0551302778824	8040000
2518.679722070694	202	10	-1393.6158392969396	226.29379735326503	-798.9128856520898	-1552.5022032020433	8080000
2529.199760198593	203	10	-1360.0273642714308	249.1039861070012	-660.4067508974825	-1537.130929153152	8120000
2539.6371450424194	204	10	-1415.9476159957244	80.57918335682062	-1212.885213064808	-1542.9497005958322	8160000
2549.5901641845703	205	10	-1420.0063673049237	120.9279945061979	-1142.0460319445813	-1552.7322186035742	8200000
2560.847223997116	206	10	-1490.7389696639805	70.33390313334439	-1301.8455040428437	-1546.5644234269632	8240000
2571.1370618343353	207	10	-1415.7485984520154	80.69649934989509	-1315.6336053237283	-1530.1416031475346	8280000
2581.5899822711945	208	10	-1469.7041053609732	53.36481483558685	-1372.9443839509017	-1536.0073187749815	8320000
2591.8124647140503	209	10	-1495.7980013992888	36.91310885253285	-1409.636807094022	-1539.3563826228317	8360000
2601.824330806732	210	10	-1412.5225666715355	109.15113318857298	-1175.4760504851838	-1553.2984824139367	8400000
2611.9137456417084	211	10	-1492.1068902210216	57.52398988060904	-1372.3916208234962	-1552.509541098674	8440000
2622.380847454071	212	10	-1436.3088059104425	95.52309934838699	-1289.3097894305663	-1537.9514642508027	8480000
2632.3063654899597	213	10	-1419.342697835113	87.45728357239422	-1279.2902827337614	-1532.9835271652369	8520000
2641.985138654709	214	10	-1444.090524626146	75.61289889326268	-1245.0063651500068	-1529.4096832316552	8560000
2652.02428150177	215	10	-1450.4722413518832	92.42097676411966	-1267.1211297594964	-1558.0542781641975	8600000
2662.28546833992	216	10	-1452.5930672693737	71.96516614266159	-1312.348590783775	-1551.212594895634	8640000
2672.448961496353	217	10	-1480.134276418216	59.138285782784884	-1368.945561404026	-1542.4459690712706	8680000
2682.8334500789642	218	10	-1444.3675724312848	94.15500750058342	-1258.748490866027	-1560.426651628863	8720000
2693.714118242264	219	10	-1477.0988693110942	76.14336740335148	-1298.7760897893277	-1542.321957691807	8760000
2704.5012383461	220	10	-1491.3876875275	58.368576096275014	-1358.0795988370126	-1536.1729050430215	8800000
2714.518485546112	221	10	-1431.610524926663	72.92402208543486	-1310.2074200746756	-1534.1973726475003	8840000
2724.9424374103546	222	10	-1431.5861160296704	87.60987905409196	-1256.7106881325728	-1532.8948611018507	8880000
2736.14253115654	223	10	-1423.831249343832	101.11222761039846	-1240.263936297464	-1526.7531434381224	8920000
2746.609041452408	224	10	-1465.9898196421343	73.81363549535378	-1331.924223836134	-1548.4347301094142	8960000
2758.0933606624603	225	10	-1502.953652131969	37.52071481723938	-1437.6431953582974	-1551.621476765173	9000000
